video_id 	video_url 	text 	start 	duration 
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Well,	99.799	0.534
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	when the Fed started to hike rates	100.333	1.335
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	aggressively, that meant that Silicon	101.668	1.568
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Valley bank	103.236	0.534
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	immediately lost money	103.77	0.967
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	on those investments	104.737	1.168
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	at the very same time	105.905	1.135
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	as they were losing money	107.04	1.735
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	as interest rates rose.	108.775	1.201
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Those bank customers, those depositors,	109.976	2.002
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	they needed to withdraw more money.	111.978	1.735
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	So they started to sell assets,	113.713	2.002
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	losing money	115.715	0.634
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	just to raise the money,	116.349	1.301
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	needed to make good on deposit	117.65	1.535
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	withdrawal requests.	119.185	1.268
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And then that turned	120.453	1.135
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	into a spiral of fear	121.588	1.067
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	and a race among customers	122.655	1.068
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	to withdraw assets. The run on the bank.	123.723	2.069
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And yesterday afternoon,	126.359	0.968
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	the CEO of Silicon Valley Bank,	127.327	1.768
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	his name is Greg Becker,	129.095	1.402
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	hosted a call with clients	130.497	1.234
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	and said, quote,	131.731	0.601
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	My ask is to stay calm	132.332	1.668
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	because that's what's important.	134.0	1.535
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	We have been long term supporters of you.	135.535	2.102
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	The last thing we need you to do	137.637	1.435
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	is panic.	139.072	1.435
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Well, when that's the ask as a bank,	140.507	2.268
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	you're toast.	142.809	1.234
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And one person	144.043	0.768
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	familiar with the situation	144.811	1.201
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	asking me	146.012	0.434
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	the hypothetical question tonight	146.446	1.702
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	what prevents	148.148	0.667
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	runs on a whole bunch	148.815	0.901
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	more banks next week? Unclear.	149.716	2.335
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	It is an important moment.	152.585	1.168
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And tonight,	153.753	0.401
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	the deputy treasury secretary,	154.154	1.601
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Wally Adeyemo, is trying to calm fears.	155.755	2.269
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	In an exclusive interview with CNN,	158.024	1.602
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	federal	161.828	0.267
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	regulators are paying	162.095	1.368
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	attention to this	163.463	1.134
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	particular financial institution and that	164.597	2.403
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	when we think about the broader	167.267	1.301
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	financial system,	168.568	1.935
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	we're very confident in the ability	170.503	1.902
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	and the resilience of the system.	172.405	2.936
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Alison Greenberg is OUTFRONT.	175.408	1.235
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	She is the CEO of Ruth Health.	176.643	1.468
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	It's a maternity care startup	178.111	1.435
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	that has money deposited in Silicon	179.546	1.935
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Valley Bank.	181.481	1.268
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	So, Alison,	182.782	0.501
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	thank you very much for being with me.	183.283	1.368
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	So you are right in the middle of this.	184.651	2.636
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Let's just start with.	187.287	1.434
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	When you realized you	188.721	1.602
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	a startup, you've got money at this bank.	190.323	2.069
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	You're using that money to make payroll	192.592	1.535
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	and other things.	194.127	1.234
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	When did you find out	195.361	1.202
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	something was wrong?	196.563	1.601
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	So my co-founder, Audrey Wu,	198.398	2.035
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	and I received an email	200.433	1.335
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	from one of our seed investors.	201.768	2.602
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	The email seemed cryptic.	204.37	1.869
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	It was strange. It was urgent.	206.239	2.202
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	It was not like the other email he sends	209.042	2.135
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And we were in meetings.	211.544	2.403
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	You know, we run a busy	214.047	0.901
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	maternal health startup.	214.948	1.501
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	We have so many concerns every day	216.449	2.002
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	that this email just didn't make sense.	218.451	2.536
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	So a few hours later,	221.588	1.334
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	I called the investor and I said, Hey,	222.922	1.602
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	what was this email about?	224.524	2.002
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	He was out of breath,	226.526	1.401
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	like he had just run a marathon.	227.927	1.802
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And he said, Take your money out of SBB,	229.729	2.903
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	go into your account,	232.632	1.134
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	take your money out as soon as possible.	233.766	2.236
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And, you know, as a business owner,	236.703	2.168
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	my co-founder,	239.505	0.768
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Adrian	240.273	0.267
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	I constantly think about two things.	240.54	1.868
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	We think about our team,	242.408	1.602
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	the people we employ and their families.	244.01	2.169
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And we think about our patients,	246.179	1.668
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	the mothers, the new moms	247.847	1.502
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	and the families that we support	249.349	1.401
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	and their families.	250.75	1.368
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And so for us, it was do this now	252.118	3.537
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	or else. Okay.	256.022	1.235
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And this was what, yesterday	257.257	1.267
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	or the day before?	258.524	1.068
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	This was yesterday	259.592	0.934
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	between the hours of noon and 3 p.m..	260.526	2.303
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Yesterday between the hours of noon	262.829	1.168
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	and 3 p.m.	263.997	0.433
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	you get this.	264.43	0.401
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	So then you do it. You go and you.	264.831	2.469
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And how does that happen?	267.467	1.401
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	They actually give you the money	268.868	1.068
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	I mean, these are the 3 hours	269.936	1.134
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	before the world fell apart.	271.07	1.769
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	So what happened then?	272.839	1.968
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Well,	274.807	0.201
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	we were incredibly lucky	275.008	1.234
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	to have that news early from an investor.	276.242	2.069
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	We didn't withdraw the money immediately.	279.178	1.869
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	You know,	281.047	0.2
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	we're conscientious business owners.	281.247	1.535
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	We spoke to a few other investors.	282.782	1.535
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	We spoke to friends.	284.317	1.435
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	I mean,	285.752	0.6
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	this is like calls going off the hook	286.352	1.535
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	for the last 36 hours.	287.887	2.035
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	When we felt confident	289.922	1.435
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	that this was going to be a crisis.	291.357	2.436
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Audrey acted fast.	293.793	1.668
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And this is the kind of fear	295.461	1.502
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	that actually incites focus.	296.963	1.335
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	We withdrew the money	298.298	1.067
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	through transfers and wires	299.365	1.769
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	as soon as possible.	301.134	1.401
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	I mean, she was withdrawing	302.535	1.201
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	small amounts,	303.736	0.734
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	big amounts	304.47	0.601
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	just to not set off an eye	305.071	1.501
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	that might limit our withdrawals.	306.572	2.069
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And we were able to remove	308.641	1.602
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	this was not our only bank account,	310.243	1.268
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	but we were able	311.511	0.567
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	to remove the majority of the funds	312.078	2.369
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	so that what was left	314.447	1.501
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	when the website crashed	315.948	1.969
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	was below the $250,000.	317.917	2.436
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Right. So you have money there.	320.553	1.335
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And I know the FDIC in terms of	321.888	2.202
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	because the amount	324.09	0.701
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	I mean, obviously	324.791	0.467
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	had a lot more than that there.	325.258	0.901
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	You were able to get that out.	326.159	1.334
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	The amount that you have	327.493	0.901
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	that's insured now	328.394	0.768
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	by the FDIC, the 250,000.	329.162	1.968
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Your understanding	331.13	0.668
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	is you're going to get that	331.798	0.634
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	pretty much right away.	332.432	1.835
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	What we're hearing is by Monday. Okay.	334.267	1.935
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	So that that	336.202	0.701
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	I think that should give people calm.	336.903	1.101
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	The FDIC	338.004	0.701
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	if you're under the limit	338.705	1.301
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	it gives you	340.006	1.134
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	is a holding is holding strong on this.	341.14	2.069
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	So Barron's is reporting	343.643	1.268
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	that the CEO Greg Becker	344.911	1.001
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	I just mentioned him	345.912	0.7
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	I know you weren't on that call,	346.612	1.035
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	but he had that call	347.647	1.635
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	that he sold nearly $3.6 million in stock	349.349	2.202
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	less than two weeks ago.	351.551	0.801
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	That's obviously worth zero tonight.	352.352	1.401
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	I know you don't necessarily know	354.787	1.201
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	the circumstances of that.	355.988	1.268
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And I'm not trying to say	357.256	0.701
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	it was nefarious I'm just saying.	357.957	1.068
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	What's your reaction when you hear that?	359.025	2.703
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Erin, my reaction is	361.861	1.969
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	that this is so much bigger than a bank.	363.83	2.769
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	I run a nationwide telehealth company.	367.166	3.571
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	We serve,	370.737	0.667
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	you know, prenatal	371.404	0.767
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	and postpartum patients.	372.171	1.602
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	I have friends in health care, tech	373.773	1.768
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	and financial tech and property tech,	375.541	2.403
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	all of us see the impact on human life.	377.944	2.736
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And so for us,	381.18	1.235
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	you know,	382.415	0.334
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	call with the CEO of the bank	382.749	1.701
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	is not our first priority.	384.45	1.769
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	Our first priority is securing	386.219	1.468
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	those funds.	387.687	0.901
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	And making sure we can meet	388.588	1.168
rlj2Y466wxg	https://www.youtube.com/watch?v=rlj2Y466wxg	payroll on the 15th.	389.756	1.835
